sequence,client_time_iso,elapsed_ms,raw_angle_rad,raw_angle_deg,speech_detected,http_latency_ms,http_status,acoustic_state,acoustic_confidence,hypothesis_a_deg,hypothesis_b_deg,face_detected,face_count,face_center_x_norm,face_center_y_norm,face_eye_midpoint_x_norm,face_eye_midpoint_y_norm,camera_frame_width_px,camera_frame_height_px,face_heading_deg,face_confidence,face_score_raw,face_age_ms,fusion_state,confirmed_heading_deg,agreement_error_deg,reason_code
2909,2026-08-31T17:14:34.497+01:00,584027.1081000029,1.2566370964050293,72.00000200358254,True,26.551099996140692,200,CANDIDATE,0.7740385343749315,17.99999799641745,162.00000200358255,True,1,0.5161610424518586,0.4215928448571099,0.5190301656723022,0.40742128160264757,1280,720,2.1794408248624393,0.9180958867073059,0.9180958867073059,101.31480000563897,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2910,2026-08-31T17:14:34.705+01:00,584220.0887,1.2740904092788696,73.00000316977493,False,11.874299998453353,200,CANDIDATE,0.7740385343749315,17.99999799641745,162.00000200358255,True,1,0.5166194051504135,0.42185402976142033,0.5189293622970581,0.40820240444607203,1280,720,2.229744256980979,0.9180809259414673,0.9180809259414673,41.340499999932945,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2911,2026-08-31T17:14:34.897+01:00,584418.2192000007,1.2740904092788696,73.00000316977493,False,17.043699997884687,200,CANDIDATE,0.7740385343749315,17.99999799641745,162.00000200358255,True,1,0.5166194051504135,0.42185402976142033,0.5189293622970581,0.40820240444607203,1280,720,2.229744256980979,0.9180809259414673,0.9180809259414673,239.47100000077626,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2912,2026-08-31T17:14:35.237+01:00,584758.393199998,1.2740904092788696,73.00000316977493,False,17.00379999965662,200,TRACKING_AXIS,0.7740385343749315,17.99999799641745,162.00000200358255,True,1,0.5168211728334426,0.42358144654168023,0.5190502643585205,0.41095426347520614,1280,720,2.251886349740232,0.9135158658027649,0.9135158658027649,187.9281000001356,CONFIRMED,17.99999799641745,15.748111646677216,ACOUSTIC_VISUAL_AGREEMENT
2913,2026-08-31T17:14:35.437+01:00,584971.5218999991,1.2740904092788696,73.00000316977493,False,30.457900000328664,200,TRACKING_AXIS,0.7402536872832822,17.99999799641745,162.00000200358255,True,1,0.5165649294853211,0.4237602604760064,0.5187383651733398,0.41069698333740234,1280,720,2.2237659540260495,0.913023829460144,0.913023829460144,194.19299999572104,CONFIRMED,17.99999799641745,15.776232042391399,ACOUSTIC_VISUAL_AGREEMENT
2914,2026-08-31T17:14:35.613+01:00,585130.0979000006,1.2740904092788696,73.00000316977493,False,11.704200005624443,200,SEARCHING,0.7137470563388456,,,True,1,0.5165649294853211,0.4237602604760064,0.5187383651733398,0.41069698333740234,1280,720,2.2237659540260495,0.913023829460144,0.913023829460144,352.7689999973518,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2915,2026-08-31T17:14:35.695+01:00,585215.6754000025,1.2740904092788696,73.00000316977493,False,15.856500001973473,200,SEARCHING,0.6920778856333346,,,True,1,0.5162773281335831,0.42451523674858943,0.5184519529342652,0.4113282733493381,1280,720,2.1922030242920414,0.9129398465156555,0.9129398465156555,74.47400000091875,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2916,2026-08-31T17:14:35.898+01:00,585420.8494999984,1.2740904092788696,73.00000316977493,False,18.887300000642426,200,SEARCHING,0.0,,,True,1,0.5191479444503784,0.42188821368747287,0.5210936307907105,0.40666753980848525,1280,720,2.5071772084433235,0.9194216132164001,0.9194216132164001,51.92649999662535,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2917,2026-08-31T17:14:36.097+01:00,585620.567500002,1.7802358865737915,102.00000283840859,True,19.6219999997993,200,CANDIDATE,0.7170053954510482,-12.00000283840859,-167.9999971615914,True,1,0.5191479444503784,0.42188821368747287,0.5210936307907105,0.40666753980848525,1280,720,2.5071772084433235,0.9194216132164001,0.9194216132164001,251.6445000001113,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2918,2026-08-31T17:14:36.407+01:00,585923.2360000024,1.5882495641708374,90.99999684048139,False,10.09640000120271,200,CANDIDATE,0.6952373024371203,-12.00000283840859,-167.9999971615914,True,1,0.5193620830774307,0.4175713062286377,0.5208360433578492,0.40426341162787544,1280,720,2.5306674158672706,0.9263638257980347,0.9263638257980347,327.5065999987419,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2919,2026-08-31T17:14:36.572+01:00,586103.0581000014,1.5882495641708374,90.99999684048139,False,24.939200004155282,200,CANDIDATE,0.6952373024371203,-12.00000283840859,-167.9999971615914,True,1,0.5193620830774307,0.4175713062286377,0.5208360433578492,0.40426341162787544,1280,720,2.5306674158672706,0.9263638257980347,0.9263638257980347,507.32869999774266,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2920,2026-08-31T17:14:36.697+01:00,586214.6223000018,1.5882495641708374,90.99999684048139,False,13.693099994270597,200,CANDIDATE,0.6952373024371203,-12.00000283840859,-167.9999971615914,True,1,0.5200119733810424,0.4186390823788113,0.5215070247650146,0.4044282489352756,1280,720,2.6019527097134016,0.9208216667175293,0.9208216667175293,78.99429999815766,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2921,2026-08-31T17:14:36.895+01:00,586416.8758000014,1.5882495641708374,90.99999684048139,False,17.12250000127824,200,TRACKING_AXIS,0.7170053954510482,-12.00000283840859,-167.9999971615914,True,1,0.51934554874897,0.41921238899230956,0.521023941040039,0.40474643707275393,1280,720,2.528853692029031,0.9277467131614685,0.9277467131614685,81.12989999790443,CONFIRMED,-12.00000283840859,14.528856530437622,ACOUSTIC_VISUAL_AGREEMENT
2922,2026-08-31T17:14:37.095+01:00,586619.839400002,1.5882495641708374,90.99999684048139,False,20.816999996895902,200,TRACKING_AXIS,0.6952373024371203,-12.00000283840859,-167.9999971615914,True,1,0.5205381065607071,0.41862703959147135,0.521445369720459,0.40502340528700087,1280,720,2.6596574144608667,0.9238837957382202,0.9238837957382202,81.8476999993436,CONFIRMED,-12.00000283840859,14.659660252869458,ACOUSTIC_VISUAL_AGREEMENT
2923,2026-08-31T17:14:37.417+01:00,587080.0811000008,1.5882495641708374,90.99999684048139,False,156.8565999987186,200,SEARCHING,0.0,,,True,1,0.5207454472780227,0.4199616379208035,0.5211235523223877,0.4069594065348307,1280,720,2.682396444152147,0.919099748134613,0.919099748134613,303.4583999979077,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2924,2026-08-31T17:14:37.574+01:00,587095.6893000039,1.5882495641708374,90.99999684048139,False,15.517300002102274,200,SEARCHING,0.0,,,True,1,0.5207454472780227,0.4199616379208035,0.5211235523223877,0.4069594065348307,1280,720,2.682396444152147,0.919099748134613,0.919099748134613,319.06660000095144,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2925,2026-08-31T17:14:37.697+01:00,587211.6271999985,1.5882495641708374,90.99999684048139,False,10.660400002961978,200,SEARCHING,0.0,,,True,1,0.5210230618715286,0.4193949381510417,0.5211863040924072,0.40756780836317275,1280,720,2.7128410754816628,0.9192224144935608,0.9192224144935608,124.32640000042738,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2926,2026-08-31T17:14:37.896+01:00,587418.0068999995,1.5882495641708374,90.99999684048139,False,18.26509999955306,200,SEARCHING,0.0,,,True,1,0.5205292671918869,0.4228996753692627,0.5209569215774537,0.4075579325358073,1280,720,2.658687983338808,0.9221013188362122,0.9221013188362122,122.7565000008326,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2927,2026-08-31T17:14:38.096+01:00,587608.9319000021,1.5707963705062866,90.00000250447816,True,9.565799999109004,200,CANDIDATE,0.7013867241054865,-2.50447817506938e-06,-179.99999749552182,True,1,0.5199765533208847,0.42309501965840657,0.5212022304534912,0.40784450107150605,1280,720,2.5980677529592526,0.9203323721885681,0.9203323721885681,108.4125000052154,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2928,2026-08-31T17:14:38.404+01:00,588042.751699999,1.5707963705062866,90.00000250447816,False,133.73399999545654,200,CANDIDATE,0.7175209859985346,-2.50447817506938e-06,-179.99999749552182,True,1,0.520457136631012,0.4227944638994005,0.5211984872817993,0.4093631320529514,1280,720,2.6507772246853563,0.9194833636283875,0.9194833636283875,348.76219999569,WITHHELD,,,ACOUSTIC_NOT_TRACKING
2929,2026-08-31T17:14:38.537+01:00,588062.8147000025,1.5707963705062866,90.00000250447816,False,19.966400002886076,200,CANDIDATE,0.6959266383321888,-2.50447817506938e-06,-179.99999749552182,True,1,0.520457136631012,0.4227944638994005,0.5211984872817993,0.4093631320529514,1280,720,2.6507772246853563,0.9194833636283875,0.9194833636283875,368.82519999926444,WITHHELD,,,ACOUSTIC_NOT_TRACKING
